source_sheet,SNP,CHR,BP,P,Base,Gene
"gwas p<7E-4, keep reseq SNPs",rs8088781,18,666625,1.22353e-05,1,TYMS
"gwas p<7E-4, keep reseq SNPs",rs111504402,14,84762847,1.25831e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs13260148,8,3628245,1.27632e-05,1,CSMD1
"gwas p<7E-4, keep reseq SNPs",rs34363858,5,1286477,1.3447e-05,1,TERT
"gwas p<7E-4, keep reseq SNPs",rs112669031,5,108067694,1.37081e-05,1,LINC01023
"gwas p<7E-4, keep reseq SNPs",rs117016554,11,80887729,1.37699e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs73178718,4,43511133,1.42957e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs34433290,18,31379000,1.43234e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs520885,1,93521092,1.45393e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs9651638,11,1641051,1.46604e-05,1,KRTAP5-4
"gwas p<7E-4, keep reseq SNPs",rs10869195,9,71290352,1.4885e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11811771,1,114463049,1.49211e-05,1,RP5-1073O3.7
"gwas p<7E-4, keep reseq SNPs",rs41401046,11,1082424,1.49432e-05,1,MUC2
"gwas p<7E-4, keep reseq SNPs",rs34957940,7,1865736,1.49556e-05,1,MAD1L1
"gwas p<7E-4, keep reseq SNPs",rs76550018,1,158818706,1.5012e-05,1,MNDA
"gwas p<7E-4, keep reseq SNPs",rs17751003,4,87771621,1.5118e-05,1,SLC10A6
"gwas p<7E-4, keep reseq SNPs",rs78357969,16,67001696,1.51736e-05,1,CES3
"gwas p<7E-4, keep reseq SNPs",rs146071030,3,134673672,1.51848e-05,1,EPHB1
"gwas p<7E-4, keep reseq SNPs",rs2211348,20,40443640,1.58423e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs58689333,4,187564388,1.60369e-05,1,FAT1
"gwas p<7E-4, keep reseq SNPs",rs4267966,6,147272232,1.63018e-05,1,RP11-497D6.5
"gwas p<7E-4, keep reseq SNPs",rs62220340,21,24984014,1.67929e-05,1,-
"gwas p<7E-4, keep reseq SNPs",1:151025885,1,151025885,1.68189e-05,1,NA
"gwas p<7E-4, keep reseq SNPs",rs4743684,9,106852385,1.68528e-05,1,SMC2
"gwas p<7E-4, keep reseq SNPs",9:19053917,9,19053917,1.72089e-05,1,NA
"gwas p<7E-4, keep reseq SNPs",rs12674939,8,126479907,1.72523e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs17418062,4,87336776,1.78125e-05,1,MAPK10
"gwas p<7E-4, keep reseq SNPs",rs35622755,7,2053223,1.85299e-05,1,MAD1L1
"gwas p<7E-4, keep reseq SNPs",rs187694350,19,53697112,1.89052e-05,1,ZNF665
"gwas p<7E-4, keep reseq SNPs",rs3135350,6,32392981,1.89534e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs10134231,14,36974588,1.91258e-05,1,SFTA3
"gwas p<7E-4, keep reseq SNPs",rs7955195,12,76252970,1.91642e-05,1,RP11-114H23.1
"gwas p<7E-4, keep reseq SNPs",rs7072348,10,90804528,1.94147e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs73274184,17,32755205,2.01553e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs302837,19,56414691,2.03718e-05,1,NLRP13
"gwas p<7E-4, keep reseq SNPs",rs72672873,4,124917697,2.07457e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs4909155,7,158046269,2.1045e-05,1,PTPRN2
"gwas p<7E-4, keep reseq SNPs",rs117957780,22,19030719,2.11183e-05,1,DGCR2
"gwas p<7E-4, keep reseq SNPs",rs34055828,10,121071065,2.1757e-05,1,GRK5
"gwas p<7E-4, keep reseq SNPs",rs56387623,3,23714754,2.29143e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs12215331,6,34644749,2.32999e-05,1,C6orf106
"gwas p<7E-4, keep reseq SNPs",rs57344881,11,1856344,2.33062e-05,1,SYT8
"gwas p<7E-4, keep reseq SNPs",rs34011530,11,1689461,2.36858e-05,1,AP006285.7
"gwas p<7E-4, keep reseq SNPs",rs716875,9,109520131,2.37995e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs3775378,4,89740078,2.44734e-05,1,FAM13A
"gwas p<7E-4, keep reseq SNPs",rs1532898,3,44922141,2.49066e-05,1,TGM4
"gwas p<7E-4, keep reseq SNPs",rs73997403,17,72046179,2.57559e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs2736106,5,1298782,2.58843e-05,1,TERT
"gwas p<7E-4, keep reseq SNPs",rs62231977,22,24550009,2.61617e-05,1,CABIN1
"gwas p<7E-4, keep reseq SNPs",rs456165,21,27832958,2.61835e-05,1,AP001597.1
"gwas p<7E-4, keep reseq SNPs",rs4699219,4,102380884,2.65971e-05,1,BANK1
"gwas p<7E-4, keep reseq SNPs",rs12949515,17,5562974,2.66506e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs56165879,13,111961663,2.68614e-05,1,ARHGEF7
"gwas p<7E-4, keep reseq SNPs",rs893889,18,68086457,2.69793e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs7595814,2,55325639,2.71131e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs77365260,1,67940533,2.72611e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs12153809,5,1508348,2.78275e-05,1,LPCAT1
"gwas p<7E-4, keep reseq SNPs",rs143110431,6,35534143,2.80695e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs36068220,7,144895122,2.88946e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs6537326,4,145955399,2.92376e-05,1,ANAPC10
"gwas p<7E-4, keep reseq SNPs",rs4515597,8,121588028,2.95224e-05,1,SNTB1
"gwas p<7E-4, keep reseq SNPs",rs77544170,18,69117685,2.95867e-05,1,-
"gwas p<7E-4, keep reseq SNPs",2:169285071,2,169285071,2.98014e-05,1,NA
"gwas p<7E-4, keep reseq SNPs",rs7567587,2,129203736,2.98699e-05,1,RNA5SP103
"gwas p<7E-4, keep reseq SNPs",rs9535423,13,50733606,2.98804e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs117750427,13,62807475,3.01303e-05,1,LINC01075
"gwas p<7E-4, keep reseq SNPs",rs6751277,2,5856780,3.01377e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs149640405,1,26382166,3.03561e-05,1,TRIM63
"gwas p<7E-4, keep reseq SNPs",rs116390713,15,41849686,3.09449e-05,1,TYRO3
"gwas p<7E-4, keep reseq SNPs",rs116791195,5,175964547,3.14161e-05,1,CDHR2
"gwas p<7E-4, keep reseq SNPs",rs115130892,6,430169,3.14577e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs9673178,16,28258151,3.16269e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs2829953,21,27231534,3.20762e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11633335,15,66637997,3.26052e-05,1,TIPIN
"gwas p<7E-4, keep reseq SNPs",rs61825824,1,217976585,3.26471e-05,1,SPATA17
"gwas p<7E-4, keep reseq SNPs",rs35040337,17,66056682,3.27513e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs922928,8,79557320,3.44594e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11668191,19,5845471,3.48166e-05,1,FUT3
"gwas p<7E-4, keep reseq SNPs",rs13198081,6,22017543,3.52493e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs56326940,11,1218524,3.65296e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs7324303,13,86329846,3.72177e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs61820993,1,202775658,3.72347e-05,1,KDM5B
"gwas p<7E-4, keep reseq SNPs",rs7308990,12,53264692,3.72532e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs144767730,7,121344124,3.72613e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs1417898,1,3385227,3.74059e-05,1,ARHGEF16
"gwas p<7E-4, keep reseq SNPs",rs3766684,1,175156464,3.74574e-05,1,KIAA0040
"gwas p<7E-4, keep reseq SNPs",rs35368210,19,47699707,3.94732e-05,1,SAE1
"gwas p<7E-4, keep reseq SNPs",rs11593211,10,68443844,3.99214e-05,1,CTNNA3
"gwas p<7E-4, keep reseq SNPs",rs114038262,19,28648881,4.05386e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs7041597,9,114701909,4.07077e-05,1,UGCG
"gwas p<7E-4, keep reseq SNPs",rs2726049,7,36200727,4.11923e-05,1,EEPD1
"gwas p<7E-4, keep reseq SNPs",rs75116201,10,131454518,4.2121e-05,1,MGMT
"gwas p<7E-4, keep reseq SNPs",rs7359630,17,6350525,4.26587e-05,1,FAM64A
"gwas p<7E-4, keep reseq SNPs",rs115156546,2,129037316,4.29712e-05,1,HS6ST1
"gwas p<7E-4, keep reseq SNPs",rs7946777,11,1737832,4.34856e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs114127305,4,86411871,4.42161e-05,1,ARHGAP24
"gwas p<7E-4, keep reseq SNPs",rs55825389,5,150360130,4.49845e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs117011991,20,16039381,4.52546e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11154034,6,121825381,4.55169e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs56296898,8,17418465,4.5963e-05,1,SLC7A2
"gwas p<7E-4, keep reseq SNPs",rs148217483,16,21829412,4.60335e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs9353515,6,88687244,4.65942e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs79805129,3,169632062,4.66742e-05,1,SAMD7
"gwas p<7E-4, keep reseq SNPs",rs6089366,20,60987737,4.69499e-05,1,RBBP8NL
"gwas p<7E-4, keep reseq SNPs",rs74549822,1,105194499,4.7449e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs140406559,1,75136759,4.86131e-05,1,C1orf173
"gwas p<7E-4, keep reseq SNPs",rs111360488,4,114291775,4.87983e-05,1,ANK2
"gwas p<7E-4, keep reseq SNPs",rs10438956,18,40231266,4.91467e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs56824938,16,754477,4.97076e-05,1,FBXL16
"gwas p<7E-4, keep reseq SNPs",rs113114661,2,172173370,4.97237e-05,1,METTL8
"gwas p<7E-4, keep reseq SNPs",rs4584477,10,4345383,4.97456e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs16994133,4,37999876,5.02192e-05,1,TBC1D1
"gwas p<7E-4, keep reseq SNPs",rs2422278,2,64879668,5.03752e-05,1,SERTAD2
"gwas p<7E-4, keep reseq SNPs",rs6501290,17,67220097,5.047e-05,1,ABCA10
"gwas p<7E-4, keep reseq SNPs",rs9540178,13,34805763,5.06184e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs9414895,10,67048251,5.09322e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs76861443,6,110754407,5.11862e-05,1,SLC22A16
"gwas p<7E-4, keep reseq SNPs",rs7764540,6,156027720,5.19438e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs13195303,6,42488361,5.26408e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs113694148,7,2114617,5.32151e-05,1,MAD1L1
"gwas p<7E-4, keep reseq SNPs",rs16831235,2,135745129,5.36495e-05,1,MAP3K19
"gwas p<7E-4, keep reseq SNPs",rs11772516,7,151609134,5.4407e-05,1,Y_RNA
"gwas p<7E-4, keep reseq SNPs",rs6010676,20,62470580,5.44843e-05,1,AL158091.1
"gwas p<7E-4, keep reseq SNPs",rs17487079,4,165808366,5.4954e-05,1,RP11-366M4.3
"gwas p<7E-4, keep reseq SNPs",rs78002801,7,147488299,5.59359e-05,1,CNTNAP2
"gwas p<7E-4, keep reseq SNPs",rs455923,13,32596313,5.61653e-05,1,FRY-AS1
"gwas p<7E-4, keep reseq SNPs",rs113860561,18,45107035,5.64628e-05,1,CTD-2130O13.1
"gwas p<7E-4, keep reseq SNPs",rs904995,4,7301288,5.69136e-05,1,SORCS2
"gwas p<7E-4, keep reseq SNPs",rs4895570,6,139908614,5.71037e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs73248497,4,24824476,5.72737e-05,1,CCDC149
"gwas p<7E-4, keep reseq SNPs",rs10891434,11,112650920,5.77792e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs16855690,1,205477526,5.78645e-05,1,CDK18
"gwas p<7E-4, keep reseq SNPs",rs5767566,22,47574088,5.80404e-05,1,TBC1D22A
"gwas p<7E-4, keep reseq SNPs",rs2945988,19,37010552,5.81117e-05,1,ZNF260
"gwas p<7E-4, keep reseq SNPs",rs147738524,10,128615553,5.81791e-05,1,DOCK1
"gwas p<7E-4, keep reseq SNPs",3:147733048,3,147733048,5.89053e-05,1,NA
"gwas p<7E-4, keep reseq SNPs",rs4841082,8,6311456,5.89848e-05,1,MCPH1
"gwas p<7E-4, keep reseq SNPs",rs9853714,3,55072691,5.94974e-05,1,CACNA2D3
"gwas p<7E-4, keep reseq SNPs",rs57886565,17,17325863,5.95497e-05,1,AC073621.2
"gwas p<7E-4, keep reseq SNPs",rs2187155,11,124508345,5.95965e-05,1,SIAE
"gwas p<7E-4, keep reseq SNPs",rs2228972,5,108388206,5.96564e-05,1,FER
"gwas p<7E-4, keep reseq SNPs",rs325631,11,6193800,6.08282e-05,1,OR52B2
"gwas p<7E-4, keep reseq SNPs",rs72668200,13,111766627,6.11668e-05,1,ARHGEF7
"gwas p<7E-4, keep reseq SNPs",rs6491201,13,27879437,6.19789e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs603090,1,19066232,6.19917e-05,1,PAX7
"gwas p<7E-4, keep reseq SNPs",rs28700137,14,80379635,6.21595e-05,1,RP11-526N18.1
"gwas p<7E-4, keep reseq SNPs",rs1151681,1,247782547,6.21946e-05,1,RP11-978I15.10
"gwas p<7E-4, keep reseq SNPs",rs7871909,9,31105206,6.22004e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs34101249,16,90148721,6.25448e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs1327044,9,22205243,6.28866e-05,1,RP11-408N14.1
"gwas p<7E-4, keep reseq SNPs",rs8079387,17,43926777,6.32878e-05,1,SPPL2C
"gwas p<7E-4, keep reseq SNPs",rs8079387,17,43926777,6.32878e-05,1,AC217770.3
"gwas p<7E-4, keep reseq SNPs",rs4353538,18,37465728,6.38139e-05,1,RP11-636O21.1
"gwas p<7E-4, keep reseq SNPs",rs33987166,5,1296758,6.38922e-05,1,TERT
"gwas p<7E-4, keep reseq SNPs",rs4441808,4,139212420,6.39181e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs77165197,6,114420183,6.46271e-05,1,HS3ST5
"gwas p<7E-4, keep reseq SNPs",rs17878278,17,74000076,6.4641e-05,1,CDK3
"gwas p<7E-4, keep reseq SNPs",rs62516529,8,113748132,6.56407e-05,1,CSMD3
"gwas p<7E-4, keep reseq SNPs",rs62205074,20,58516865,6.6354e-05,1,FAM217B
"gwas p<7E-4, keep reseq SNPs",rs11190494,10,102137027,6.6632e-05,1,LINC00263
"gwas p<7E-4, keep reseq SNPs",rs62337200,5,10999683,6.67088e-05,1,CTNND2
"gwas p<7E-4, keep reseq SNPs",rs3742825,14,73705476,6.75947e-05,1,PAPLN
"gwas p<7E-4, keep reseq SNPs",rs191020764,3,24910288,6.76899e-05,1,AC133680.1
"gwas p<7E-4, keep reseq SNPs",rs142529739,20,48367165,6.77238e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs143771394,1,37001031,6.82209e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs138165622,10,127259671,6.84762e-05,1,TEX36-AS1
"gwas p<7E-4, keep reseq SNPs",rs7183895,15,55513712,6.86606e-05,1,RAB27A
"gwas p<7E-4, keep reseq SNPs",rs1274268,3,114342413,6.88216e-05,1,ZBTB20
"gwas p<7E-4, keep reseq SNPs",rs944607,9,133420181,6.93185e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs4766270,12,4784485,7.05564e-05,1,NDUFA9
"gwas p<7E-4, keep reseq SNPs",rs115696475,4,71205111,7.06145e-05,1,CABS1
"gwas p<7E-4, keep reseq SNPs",rs56010709,13,111509039,7.2284e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs73068161,7,13954604,7.25955e-05,1,ETV1
"gwas p<7E-4, keep reseq SNPs",rs28369574,5,133335129,7.27184e-05,1,VDAC1
"gwas p<7E-4, keep reseq SNPs",rs79879633,3,181293463,7.27228e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs116547736,5,32533455,7.34346e-05,1,SUB1
"gwas p<7E-4, keep reseq SNPs",rs139200098,6,75432328,7.35776e-05,1,RP11-554D15.3
"gwas p<7E-4, keep reseq SNPs",rs2981136,8,39919991,7.3717e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs351895,20,62879566,7.53502e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11225179,11,102114675,7.57359e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs12127906,1,237190864,7.62003e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs74545462,1,219042897,7.62482e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs118114423,16,74684690,7.63604e-05,1,RFWD3
"gwas p<7E-4, keep reseq SNPs",rs17731406,20,59518564,7.66119e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs3135176,4,3267074,7.67699e-05,1,MSANTD1
"gwas p<7E-4, keep reseq SNPs",rs8077021,17,45139303,7.6991e-05,1,RP11-156P1.3
"gwas p<7E-4, keep reseq SNPs",rs7742761,6,52585133,7.78828e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs4594709,4,148851456,7.85946e-05,1,ARHGAP10
"gwas p<7E-4, keep reseq SNPs",rs12419365,11,118112332,7.92245e-05,1,MPZL3
"gwas p<7E-4, keep reseq SNPs",rs6563423,13,85542663,7.95868e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs2325103,6,88954082,7.99405e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs4811028,20,48934351,8.02159e-05,1,RP11-290F20.2
"gwas p<7E-4, keep reseq SNPs",rs113222110,7,42310198,8.04036e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs145885387,5,28438809,8.04143e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs76813314,12,42977866,8.05225e-05,1,PRICKLE1
"gwas p<7E-4, keep reseq SNPs",rs74886016,16,90115430,8.0594e-05,1,GAS8
"gwas p<7E-4, keep reseq SNPs",rs75647405,13,86659491,8.06775e-05,1,RP11-30L8.1
"gwas p<7E-4, keep reseq SNPs",rs191085191,9,84669998,8.0713e-05,1,SPATA31B1
"gwas p<7E-4, keep reseq SNPs",rs9973741,2,113853381,8.09101e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs71389435,16,29907027,8.12699e-05,1,SEZ6L2
"gwas p<7E-4, keep reseq SNPs",rs62354543,5,36432895,8.19618e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs184123692,9,30821785,8.19954e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs13027236,2,169520026,8.2301e-05,1,CERS6
"gwas p<7E-4, keep reseq SNPs",rs113812086,1,223721224,8.2337e-05,1,CAPN8
"gwas p<7E-4, keep reseq SNPs",rs854793,17,18030524,8.35204e-05,1,MYO15A
"gwas p<7E-4, keep reseq SNPs",rs74516767,6,74996347,8.39838e-05,1,RP11-554D15.1
"gwas p<7E-4, keep reseq SNPs",rs4810223,20,59745796,8.43003e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs6970401,7,124983020,8.43398e-05,1,RP11-3B12.2
"gwas p<7E-4, keep reseq SNPs",rs111321602,11,109091857,8.44165e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs12187674,5,94971549,8.44271e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs321951,19,52854241,8.44557e-05,1,ZNF610
"gwas p<7E-4, keep reseq SNPs",rs73037339,5,5957914,8.47637e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs10268984,7,98963340,8.48846e-05,1,ARPC1A
"gwas p<7E-4, keep reseq SNPs",rs11159842,14,88633195,8.52724e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs6500727,16,5868266,8.52724e-05,1,RP11-420N3.2
"gwas p<7E-4, keep reseq SNPs",rs11770274,7,37469073,8.52837e-05,1,ELMO1
"gwas p<7E-4, keep reseq SNPs",rs17007563,2,72111942,8.70151e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11083093,18,22393283,8.72139e-05,1,RP11-449D8.5
"gwas p<7E-4, keep reseq SNPs",rs73263867,7,20985926,8.74756e-05,1,LINC01162
"gwas p<7E-4, keep reseq SNPs",rs10074495,5,34377701,8.84329e-05,1,RP11-1325J9.1
"gwas p<7E-4, keep reseq SNPs",rs117744932,15,34199022,8.86686e-05,1,AVEN
"gwas p<7E-4, keep reseq SNPs",rs11671413,19,3811150,8.86906e-05,1,ZFR2
"gwas p<7E-4, keep reseq SNPs",rs8069437,17,44906949,8.87984e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs150574933,20,49973363,8.91421e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs601878,20,48498719,8.94372e-05,1,SLC9A8
"gwas p<7E-4, keep reseq SNPs",rs59049683,6,76150373,8.96817e-05,1,FILIP1
"gwas p<7E-4, keep reseq SNPs",rs72722911,5,3365817,9.00727e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs3743157,15,85680532,9.01079e-05,1,PDE8A
"gwas p<7E-4, keep reseq SNPs",rs147797166,8,53901381,9.10294e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs79414420,2,206723675,9.12293e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs10458242,6,157705417,9.15823e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs1052053,1,156202173,9.15963e-05,1,PMF1
"gwas p<7E-4, keep reseq SNPs",rs336607,3,18659119,9.19227e-05,1,AC144521.1
"gwas p<7E-4, keep reseq SNPs",rs1400175,3,77205,9.20889e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11150136,16,79158556,9.23385e-05,1,WWOX
"gwas p<7E-4, keep reseq SNPs",rs11102362,1,112496701,9.33417e-05,1,KCND3
"gwas p<7E-4, keep reseq SNPs",rs11083980,19,50118614,9.34855e-05,1,PRR12
"gwas p<7E-4, keep reseq SNPs",rs7364112,21,30548968,9.35054e-05,1,MAP3K7CL
"gwas p<7E-4, keep reseq SNPs",rs75667367,3,147081149,9.37043e-05,1,RP11-649A16.1
"gwas p<7E-4, keep reseq SNPs",rs9397724,6,154803684,9.38616e-05,1,CNKSR3
"gwas p<7E-4, keep reseq SNPs",rs319329,7,95548031,9.47448e-05,1,DYNC1I1
"gwas p<7E-4, keep reseq SNPs",rs10462819,5,6523661,9.5268e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11048697,12,26982939,9.53698e-05,1,ITPR2
"gwas p<7E-4, keep reseq SNPs",rs10003749,4,182113280,9.55281e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs2494930,1,69562031,9.65464e-05,1,RP11-424D14.1
"gwas p<7E-4, keep reseq SNPs",rs139002703,7,75279833,9.75077e-05,1,HIP1
"gwas p<7E-4, keep reseq SNPs",rs59507033,2,213878375,9.77256e-05,1,IKZF2
"gwas p<7E-4, keep reseq SNPs",rs12107159,3,149466594,9.805e-05,1,COMMD2
"gwas p<7E-4, keep reseq SNPs",rs17506661,1,182178161,9.81097e-05,1,GS1-122H1.2
"gwas p<7E-4, keep reseq SNPs",rs112297877,17,43275949,9.82902e-05,1,CTD-2020K17.1
"gwas p<7E-4, keep reseq SNPs",rs2001709,2,140723496,9.83063e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs11240596,1,205901287,9.85572e-05,1,SLC26A9
"gwas p<7E-4, keep reseq SNPs",rs2615542,4,104066461,9.85666e-05,1,CENPE
"gwas p<7E-4, keep reseq SNPs",rs3095695,5,157399969,9.92918e-05,1,RNU2-48P
"gwas p<7E-4, keep reseq SNPs",4:180396950,4,180396950,9.96044e-05,1,NA
"gwas p<7E-4, keep reseq SNPs",rs1851741,9,110501437,9.99605e-05,1,-
"gwas p<7E-4, keep reseq SNPs",rs7627288,3,63599188,9.99605e-05,1,SYNPR
"gwas p<7E-4, keep reseq SNPs",rs923077,12,129276708,0.00010002,1,SLC15A4
"gwas p<7E-4, keep reseq SNPs",rs7730878,5,1228719,0.000100559,1,SLC6A18
"gwas p<7E-4, keep reseq SNPs",rs1331999,9,1499641,0.000100706,1,-
"gwas p<7E-4, keep reseq SNPs",rs187507188,4,174504469,0.000100827,1,HAND2-AS1
"gwas p<7E-4, keep reseq SNPs",rs75686622,6,76806921,0.000101052,1,RNU6-248P
"gwas p<7E-4, keep reseq SNPs",rs112725334,6,143990915,0.000102514,1,PHACTR2
"gwas p<7E-4, keep reseq SNPs",rs45583334,3,8924888,0.000102687,1,RAD18
"gwas p<7E-4, keep reseq SNPs",rs28455570,8,144993069,0.000103816,1,PLEC
"gwas p<7E-4, keep reseq SNPs",rs1401702,2,12726543,0.000103821,1,-
"gwas p<7E-4, keep reseq SNPs",rs118135221,9,7726374,0.000104502,1,-
"gwas p<7E-4, keep reseq SNPs",rs147786161,12,122583781,0.000104865,1,MLXIP
"gwas p<7E-4, keep reseq SNPs",rs188764189,16,63024185,0.000105068,1,-
"gwas p<7E-4, keep reseq SNPs",rs137928860,12,56970939,0.000105959,1,RBMS2
"gwas p<7E-4, keep reseq SNPs",rs9918592,7,92961612,0.000107102,1,CCDC132
"gwas p<7E-4, keep reseq SNPs",rs730359,5,122423702,0.000107614,1,PRDM6
"gwas p<7E-4, keep reseq SNPs",rs9558130,13,104274429,0.000107887,1,-
"gwas p<7E-4, keep reseq SNPs",rs12052338,2,77871961,0.00010793,1,-
"gwas p<7E-4, keep reseq SNPs",rs4667485,2,166219745,0.000108043,1,SCN2A
"gwas p<7E-4, keep reseq SNPs",rs149399048,4,89561204,0.000109274,1,HERC3
"gwas p<7E-4, keep reseq SNPs",rs143368927,5,169542524,0.000109503,1,-
"gwas p<7E-4, keep reseq SNPs",rs72797416,16,79174768,0.000109777,1,WWOX
"gwas p<7E-4, keep reseq SNPs",rs2901089,10,92445650,0.000109915,1,-
"gwas p<7E-4, keep reseq SNPs",rs8018809,14,93031414,0.000110074,1,RIN3
"gwas p<7E-4, keep reseq SNPs",rs4233887,2,11015994,0.000110643,1,RP11-245G13.2
"gwas p<7E-4, keep reseq SNPs",rs79589984,8,37083154,0.000112197,1,-
"gwas p<7E-4, keep reseq SNPs",rs147457310,5,902675,0.000112272,1,TRIP13
"gwas p<7E-4, keep reseq SNPs",rs1959643,14,20511264,0.000112705,1,OR4U1P
"gwas p<7E-4, keep reseq SNPs",rs77552159,19,49968360,0.000112962,1,ALDH16A1
"gwas p<7E-4, keep reseq SNPs",rs79542445,2,5895942,0.000113236,1,-
"gwas p<7E-4, keep reseq SNPs",rs62238222,3,11073869,0.000113608,1,SLC6A1
"gwas p<7E-4, keep reseq SNPs",rs10738052,6,168734315,0.00011432,1,-
"gwas p<7E-4, keep reseq SNPs",rs79473171,2,61692881,0.000114537,1,USP34
"gwas p<7E-4, keep reseq SNPs",rs10837857,11,1645885,0.000114988,1,KRTAP5-4
"gwas p<7E-4, keep reseq SNPs",rs58770036,16,79886245,0.000116552,1,-
"gwas p<7E-4, keep reseq SNPs",rs306492,19,56478832,0.000116707,1,NLRP8
"gwas p<7E-4, keep reseq SNPs",rs149844647,6,96832389,0.000116728,1,UFL1-AS1
